,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
188,2173062,9429032559200,17 Sep 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2173062,2173062,,"C/-pricewaterhousecoopers, 113 The Terrace, Level 16, Wellington
, New Zealand","C/-pricewaterhousecoopers, 113 The Terrace, Level 16, Wellington
, New Zealand",,,,,
189,1942177,9429033399270,10 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1942177,1942177,,"C/o Aristo Lifestyle, W 507 Lynmall Shopping Centre, New Lynn
, New Zealand","C/o Aristo Lifestyle, W 507 Lynmall Shopping Centre, New Lynn
, New Zealand",,,,,
190,2297080,9429032059632,05 Aug 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2297080,2297080,,"1-1008 New North Road, Mt Albert
, New Zealand","1-1008 New North Road, Mt Albert
, New Zealand",,,,,
191,1022406,9429037325497,15 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1022406,1022406,,"Michael Eiberg & Associates Limited, 25 Quail Drive, Albany, Auckland
, New Zealand","Michael Eiberg & Associates Limited, 25 Quail Drive, Albany, Auckland
, New Zealand",,,,,
192,4415958,9429030251274,26 Apr 2013,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco4415958,4415958,,"HART & CO, 100 Bush Road, Albany, North Shore City, 0632
, New Zealand","HART & CO, 100 Bush Road, Albany, North Shore City, 0632
, New Zealand",,,,,
193,1776686,9429034273128,28 Feb 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1776686,1776686,,"9 Pinewood Street, New Windsor, Auckland
, New Zealand","9 Pinewood Street, New Windsor, Auckland
, New Zealand",,,,,
194,920844,9429037785932,04 Aug 1998,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco920844,920844,,"Flat 2, 10 Mangaroa Hill Road
, New Zealand","Flat 2, 10 Mangaroa Hill Road
, New Zealand",,,,,
195,1957123,9429033303093,19 Jun 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1957123,1957123,,"10 Herbert Street, Melling, Lower Hutt, 5010
, New Zealand","10 Herbert Street, Melling, Lower Hutt, 5010
, New Zealand",,,,,
196,1674497,9429034618790,02 Aug 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1674497,1674497,,"153 Hackthorne Road, Cashmere, Christchurch, 8022
, New Zealand","153 Hackthorne Road, Cashmere, Christchurch, 8022
, New Zealand",,,,,
197,166294,9429040202471,22 Mar 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco166294,166294,,"123e Heretaunga Street, Hastings
, New Zealand",,,,,,
198,7996362,9429048208420,18 May 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7996362,7996362,,"103 Bayside Drive, Browns Bay, Auckland, 0630
, New Zealand","103 Bayside Drive, Browns Bay, Auckland, 0630
, New Zealand",,,,,
199,1655958,9429034676424,29 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1655958,1655958,,"3 Glenbrook Gr, Naenae, Lower Hutt, Wellington
, New Zealand","3 Glenbrook Gr, Naenae, Lower Hutt, Wellington
, New Zealand",,,,,
200,5741279,9429041832783,02 Jul 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5741279,5741279,,"Triple X Maintenance Ltd, 161 Hakiaha Street, Taumarunui, Taumarunui, 3920
, New Zealand","Triple X Maintenance Ltd, 161 Hakiaha Street, Taumarunui, Taumarunui, 3920
, New Zealand",,,,,
201,1370743,9429035835400,11 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1370743,1370743,,"31 Dulwich Place, Burswood, East Tamaki, Auckland
, New Zealand","31 Dulwich Place, Burswood, East Tamaki, Auckland
, New Zealand",,,,,
202,115381,9429032070804,31 Mar 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco115381,115381,,"81 Tiri Road, Matakatia, Whangaparaoa, 0930
, New Zealand","81 Tiri Road, Matakatia, Whangaparaoa, 0930
, New Zealand",,,,,
203,955787,9429037608507,27 Apr 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco955787,955787,,"3 Williamson Avenue, Ponsonby, Auckland
, New Zealand","3 Williamson Ave, Ponsonby, Auckland
, New Zealand",,,,,
204,2356391,9429031790352,05 Nov 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2356391,2356391,,"18 Clarence Street,, Devonport
, New Zealand","18 Clearance Street, Devonport
, New Zealand",,,,,
205,1732639,9429034418437,23 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1732639,1732639,,"15 Hinton Place, Tauranga
, New Zealand","15 Hinton Place, Tauranga
, New Zealand",,,,,
206,1955796,9429033311715,10 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1955796,1955796,,"1b Queen St, Mt Victoria, Wellington
, New Zealand","1b Queen St, Mt Victoria, Wellington
, New Zealand",,,,,
207,68721,9429040650548,16 Jun 1965,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco68721,68721,,"41 Hunua Road, Papakura, Auckland
, New Zealand","41 Hunua Road, Papakura, Auckland
, New Zealand",,,,,
208,1519899,9429035358770,01 Jun 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1519899,1519899,,"NAIR & CHEN CHARTERED ACCOUNTANTS LTD, 280 Great South Road, Greenlane, Auckland, 1051
, New Zealand","NAIR & CHEN CHARTERED ACCOUNTANTS LTD, 280 Great South Road, Greenlane, Auckland, 1051
, New Zealand",,,,,
209,1204254,9429036532469,27 May 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1204254,1204254,,"60 Oakley Avenue, Waterview, Auckland
, New Zealand","60 Oakley Avenue, Waterview, Auckland
, New Zealand",,,,,
210,4461958,9429030204553,31 May 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4461958,4461958,,"8b Homersham Place, Burnside, Christchurch, 8053
, New Zealand","8b Homersham Place, Burnside, Christchurch, 8053
, New Zealand",,,,,
211,594125,9429038829048,01 Jul 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco594125,594125,,"24 Clyde Road, Browns Bay, Auckland 10
, New Zealand","24 Clyde Road, Browns Bay, Auckland 10
, New Zealand",,,,,
212,6023147,9429042406778,15 Jun 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6023147,6023147,,"5 Hodgens place west end, 5 Hodgens Place West End, Palmerston North, 4412
, New Zealand","5 Hodgens place west end, 5 Hodgens Place West End, Palmerston North, 4412
, New Zealand",,,,,
213,877990,9429037989231,29 Sep 1997,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco877990,877990,,"C/- Ferrier Hodgson & Co, Level 16, Southpac Tower, 45 Queen Street, Auckland
, New Zealand","Top Floor, 412b Lake Road, Takapuna, Auckland
, New Zealand",,,,,
214,667031,9429038521683,07 Mar 1995,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco667031,667031,,"3 Bristol Rd, Mt Roskill, Auckland
, New Zealand","617 New North Road, Morningside, Auckland
, New Zealand",,,,,
215,690921,9429038434990,15 Aug 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco690921,690921,,"Prince & Partners, Level 9 Custom House, 50 Anzac Avenue, Auckland
, New Zealand","Prince & Partners, Level 9 Custom House, 50 Anzac Avenue, Auckland
, New Zealand",,,,,
216,1232365,9429036371747,13 Aug 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1232365,1232365,,"16 Taharoto Road, Takapuna, Auckland
, New Zealand","1/326 Great North Road, Henderson, Auckland
, New Zealand",,,,,
217,1986829,9429033126388,20 Sep 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1986829,1986829,,"2 Stevenson Way, Howick, Auckland
, New Zealand","2 Stevenson Way, Howick, Auckland
, New Zealand",,,,,
218,113967,9429032098419,19 Apr 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco113967,113967,,"3103 Gt North Rd, New Lynn, Auckland 7
, New Zealand",,,,,,
219,6620174,9429046524867,20 Dec 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6620174,6620174,,"Daniel Raynes, 31 Woodcote Drive, Glenfield, Auckland, 0629
, New Zealand","Daniel Raynes, 31 Woodcote Drive, Glenfield, Auckland, 0629
, New Zealand",,,,,
220,8138020,9429048768399,20 Nov 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8138020,8138020,,"PKF HAMILTON LIMITED, 1026 Victoria Street, Whitiora, Hamilton, 3200
, New Zealand","PKF HAMILTON LIMITED, 1026 Victoria Street, Whitiora, Hamilton, 3200
, New Zealand",March,,,,
221,1245542,9429036297153,11 Oct 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1245542,1245542,,"Finman Services Limited, 16 Mahara Place, Waikanae
, New Zealand","Finman Services Limited, 16 Mahara Place, Waikanae
, New Zealand",,,,,
222,872685,9429038012679,24 Sep 1997,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco872685,872685,,"D & B Accounting Services, 52 Russell Road, Whangarei
, New Zealand","D & B Accounting Services, 52 Russell Road, Whangarei
, New Zealand",,,,,
223,1904426,9429033636221,26 Jan 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1904426,1904426,,"Level 7, 154 Featherston St, Wellington Nz
, New Zealand","Level 7, 154 Featherston St, Wellington Nz
, New Zealand",,,,,
224,72625,9429040630564,04 May 1967,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco72625,72625,,"C/o Murray Farquhar, Corner Biak & Giltrap Streets, Rotorua
, New Zealand","C/o Murray Farquhar, Corner Biak & Giltrap Streets, Rotorua
, New Zealand",,,,,
225,827888,9429038232589,24 Sep 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco827888,827888,,"C/-martin Jarvie Pkf, 3rd Floor, 82 The Kent Terrace, Wellington
, New Zealand","Same As Registered Office
, New Zealand",,,,,
226,3213046,9429031288064,01 Dec 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3213046,3213046,,"1 City View Terrace, Birkenhead, Auckland, 0626
, New Zealand","1 City View Terrace, Birkenhead, Auckland, 0626
, New Zealand",,,,,
227,1173870,9429036706860,16 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1173870,1173870,,"280 Great South Road, Greenlane, Auckland, 1051
, New Zealand","280 Great South Road, Greenlane, Auckland, 1051
, New Zealand",,,,,
228,1643071,9429034722190,02 Jun 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1643071,1643071,,"Monteck Carter LP, Unit 5, Level 1, 15 Accent Drive, East Tamaki, Auckland, 2013
, New Zealand","Monteck Carter LP, Unit 5, Level 1, 15 Accent Drive, East Tamaki, Auckland, 2013
, New Zealand",,,,,
229,71291,9429040639048,01 Sep 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco71291,71291,,"22 Station Road, Otahuhu, Auckland
, New Zealand",,,,,,
230,1948653,9429033359694,30 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1948653,1948653,,"39 Wentworth Park, Albany, Auckland
, New Zealand","39 Wentworth Park, Albany, Auckland
, New Zealand",,,,,
231,8152559,9429048919128,14 Jan 2021,Removed,NZ Limited Company,No,BIRDIE MOBILE LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8152559,8152559,,"Level 16, 157 Lambton Quay Ntt Tower,, Wellington,, 6011
, New Zealand","Level 16, 157 Lambton Quay Ntt Tower,, Wellington,, 6011
, New Zealand",,,,,
232,4191438,9429030395213,24 Dec 2012,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4191438,4191438,,"Level 3, 272 Parnell Road, Auckland, 1052
, New Zealand","Level 3, 272 Parnell Road, Auckland, 1052
, New Zealand",,,,,
233,1120739,9429036985340,19 Mar 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1120739,1120739,,"20 Kopiko Road, Titirangi, Auckland
, New Zealand","20 Kopiko Road, Titirangi, Auckland
, New Zealand",,,,,
234,1240681,9429036323968,18 Sep 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1240681,1240681,,"C/-nza Ltd, First Floor, 98 Birch Avenue, Tauranga
, New Zealand","C/-nza Ltd, First Floor, 98 Birch Avenue, Tauranga
, New Zealand",,,,,
235,1848201,9429033959450,31 Jul 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1848201,1848201,,"14 Loach Road, Rd 2, Wanaka, 9382
, New Zealand","14 Loach Road, Rd 2, Wanaka, 9382
, New Zealand",,,,,
236,1903525,9429033643250,26 Jan 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1903525,1903525,,"Graeme Lee & Associates (2015) Ltd Chartered Accountants, 43 Kakahoroa Drive, Whakatane, Whakatane, 3120
, New Zealand","Graeme Lee & Associates (2015) Ltd Chartered Accountants, 43 Kakahoroa Drive, Whakatane, Whakatane, 3120
, New Zealand",,,,,
237,341754,9429039615473,03 Apr 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco341754,341754,,"8a Basilton Close, Bucklands Beach, Auckland
, New Zealand",,,,,,
238,6304050,9429046176554,12 Jun 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6304050,6304050,,"86 Gifford Avenue, Mount Roskill, Auckland, 1041
, New Zealand","86 Gifford Avenue, Mount Roskill, Auckland, 1041
, New Zealand",,,,,
239,1281446,9429036095858,07 Mar 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1281446,1281446,,"4c Seaview Road, Milford, North Shore City
, New Zealand","4c Seaview Road, Milford, North Shore City
, New Zealand",,,,,
240,2070566,9429032993585,07 Dec 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2070566,2070566,,"18a Owhiti Street, Titahi Bay, Porirua
, New Zealand","18a Owhiti Street, Titahi Bay, Porirua
, New Zealand",,,,,
241,872270,9429038015014,08 Sep 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco872270,872270,,"Spicer & Oppenheim, 17 Anzac Street, Takapuna, Auckland
, New Zealand","Spicer & Oppenheim, 17 Anzac Street, Takapuna, Auckland
, New Zealand",,,,,
242,595231,9429038824951,23 Jul 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco595231,595231,,"1012 East Coast Road, Browns Bay, Auckland
, New Zealand","1012 East Coast Road, Browns Bay, Auckland
, New Zealand",,,,,
243,1937453,9429033427232,27 Apr 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1937453,1937453,,"Level 2, 3 Arawa Street, Khyber Pass, Grafton, Auckland, 1010
, New Zealand","Level 2, 3 Arawa Street, Khyber Pass, Grafton, Auckland, 1010
, New Zealand",,,,,
244,2059258,9429033026299,21 Nov 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 7 directors,httpsapp.companiesoffice.govt.nzco2059258,2059258,,"Bailey Ingham Limited, Chartered Accountants, 18 Maniapoto Street, Otorohanga
, New Zealand","Bailey Ingham Limited, Chartered Accountants, 18 Maniapoto Street, Otorohanga
, New Zealand",,,,,
245,707211,9429038382543,22 Dec 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco707211,707211,,"J C R Barraclough, 240 Tristram Street, Hamilton
, New Zealand","J C R Barraclough, 240 Tristram Street, Hamilton
, New Zealand",,,,,
246,1852694,9429033941325,09 Aug 2006,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1852694,1852694,,"1 Connell Street, Waihi, 3610
, New Zealand","1 Connell Street, Waihi, 3610
, New Zealand",,,,,
247,3726658,9429030789999,16 Feb 2012,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3726658,3726658,,"23a Williams Avenue, Pakuranga, Auckland, 2010
, New Zealand","23a Williams Avenue, Pakuranga, Auckland, 2010
, New Zealand",,,,,
248,7559276,9429047532090,25 Jun 2019,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7559276,7559276,,"86 Gifford Avenue, Mount Roskill, Auckland, 1041
, New Zealand","86 Gifford Avenue, Mount Roskill, Auckland, 1041
, New Zealand",,,,,
249,1362363,9429035850274,05 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1362363,1362363,,"18 Nedlands Place, Burswood, Manukau, 2013
, New Zealand","18 Nedlands Place, Burswood, Manukau, 2013
, New Zealand",,,,,
250,1889890,9429033726885,07 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1889890,1889890,,"39 Rodney St, Howick, Manukau, 2014
, New Zealand","39 Rodney St, Howick, Manukau, 2014
, New Zealand",,,,,
251,3670912,9429030869745,25 Nov 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3670912,3670912,,"3 Lamberg Close, East Tamaki, Manukau, 2013
, New Zealand","3 Lamberg Close, East Tamaki, Manukau, 2013
, New Zealand",,,,,
252,187945,9429040116334,07 Jun 1966,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco187945,187945,,"83 Rongopai Street, Palmerston North
, New Zealand",,,,,,
253,949829,9429037639006,24 Mar 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco949829,949829,,"27 Mt Albert Road, Mt Albert, Auckland
, New Zealand","27 Mt Albert Road, Mt Albert, Auckland
, New Zealand",,,,,
254,2379218,9429031722612,14 Jan 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2379218,2379218,,"C/-sudburys Limited, 20 Commerce Street, Whangarei, 0110
, New Zealand","C/-sudburys Limited, 20 Commerce Street, Whangarei, 0110
, New Zealand",,,,,
255,1731299,9429034423172,18 Nov 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1731299,1731299,,"Kuan Yap & Associates, 99 Green Lane East, Remuera, Auckland, 1050
, New Zealand","Kuan Yap & Associates, 99 Green Lane East, Remuera, Auckland, 1050
, New Zealand",,,,,
256,1165702,9429036751358,03 Oct 2001,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1165702,1165702,,"Anderson Chartered Accountants Ltd, 3rd Floor, 507 Lake Road, Takapuna, Auckland, 0622
, New Zealand","Anderson Chartered Accountants Ltd, 3rd Floor, 507 Lake Road, Takapuna, Auckland, 0622
, New Zealand",,,,,
257,1476089,9429035579717,19 Jan 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1476089,1476089,,"10 Middlefield Dr, Dannemora, Howick, Auckland
, New Zealand","10 Middlefield Dr, Dannemora, Howick, Auckland
, New Zealand",,,,,
258,3906346,9429030602182,02 Jul 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3906346,3906346,,"42 Bur Oak Terrace, Schnapper Rock, Auckland, 0632
, New Zealand","42 Bur Oak Terrace, Schnapper Rock, Auckland, 0632
, New Zealand",,,,,
259,1764379,9429034320327,01 Feb 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1764379,1764379,,"Unit 14, 18 Link Drive, Glenfield, Auckland
, New Zealand","Unit 14, 18 Link Drive, Glenfield, Auckland
, New Zealand",,,,,
260,1717086,9429034467077,28 Oct 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1717086,1717086,,"20 Cockayne Crescent, Sunnynook, Auckland
, New Zealand","20 Cockayne Crescent, Sunnynook, Auckland
, New Zealand",,,,,
261,2220755,9429032340532,20 Mar 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2220755,2220755,,"A1/99 Coromandel Street, Newtown, Wellington
, New Zealand","A1/99 Coromandel Street, Newtown, Wellington
, New Zealand",,,,,
262,2165998,9429032592283,21 Aug 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2165998,2165998,,"39 St Georges Rd., Avondale, Auckland
, New Zealand","39 St Georges Rd., Avondale, Auckland
, New Zealand",,,,,
263,1916544,9429033564050,02 Mar 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1916544,1916544,,"C/-cleaver & Co Ltd, Level 1, 26 Crummer Road, Grey Lynn
, New Zealand","C/-cleaver & Co Ltd, Level 1, 26 Crummer Road, Grey Lynn
, New Zealand",,,,,
264,4602559,9429030094338,26 Aug 2013,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco4602559,4602559,,"BRIAN SPRAGG & ASSOCIATES LIMITED, 1/236 Great South Road, Drury, Auckland, 2247
, New Zealand","BRIAN SPRAGG & ASSOCIATES LIMITED, 1/236 Great South Road, Drury, Auckland, 2247
, New Zealand",,,,,
265,1491342,9429035493075,10 Mar 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1491342,1491342,,"42 Masefield Street, Cockle Bay, Auckland, 2014
, New Zealand","9 Burford Place, Bucklands Beach, Auckland, 2014
, New Zealand",,,,,
266,2309282,9429031990226,25 Aug 2009,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2309282,2309282,,"6a Alfred Street, Rangiora, 7400
, New Zealand","6a Alfred Street, Rangiora, 7400
, New Zealand",,,,,
267,5702277,9429041755594,15 May 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5702277,5702277,,"18 Adelphi Place, Albany, Auckland, 0632
, New Zealand","18 Adelphi Place, Albany, Auckland, 0632
, New Zealand",,,,,
268,1254643,9429036253654,08 Nov 2002,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1254643,1254643,,"Cuffs Limited, Level 2 Como House, 51 Tancred Street, Hokitika, 7810
, New Zealand","Cuffs Limited, Level 2 Como House, 51 Tancred Street, Hokitika, 7810
, New Zealand",,,,,
269,75232,9429040615837,16 Sep 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco75232,75232,,"J Y Robertson Ltd, 251a St Johns Rd, Auckland 5
, New Zealand",,,,,,
270,200020,9429040028613,02 Jul 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco200020,200020,,"534 Grey Street, Hamilton
, New Zealand",,,,,,
271,1018430,9429037349677,22 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1018430,1018430,,"15 Kanpur Rd, Broadmeadows, Wellington 6035
, New Zealand","15 Kanpur Rd, Broadmeadows, Wellington 6035
, New Zealand",,,,,
272,2380603,9429031718912,18 Dec 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2380603,2380603,,"111a The Drive, Epsom, Auckland
, New Zealand","111a The Drive, Epsom, Auckland
, New Zealand",,,,,
273,1478911,9429035562467,24 Feb 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1478911,1478911,,"49 Waitoki Road, Rd 1, Kaukapakapa, 0871
, New Zealand","49 Waitoki Road, Rd 1, Kaukapakapa, 0871
, New Zealand",,,,,
274,2157420,9429032634693,25 Jul 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2157420,2157420,,"27 Hoteo Avenue, Papatoetoe, Auckland, 2025
, New Zealand","27 Hoteo Avenue, Papatoetoe, Auckland, 2025
, New Zealand",,,,,
275,5793090,9429041958001,15 Sep 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5793090,5793090,,"R L Downes, 4 Paewai Rd, Glen Eden, Auckland, 0602
, New Zealand","R L Downes, 4 Paewai Rd, Glen Eden, Auckland, 0602
, New Zealand",,,,,
276,1423251,9429035715634,15 Oct 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1423251,1423251,,"65 Hawera Road, Kohimarama, Auckland
, New Zealand","65 Hawera Road, Kohimarama, Auckland
, New Zealand",,,,,
277,2065066,9429033008042,29 Nov 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2065066,2065066,,"62 Bollard Ave, Avondale Auckland
, New Zealand","62 Bollard Ave, Avondale Auckland
, New Zealand",,,,,
