,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,FRA Reporting Month:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service
115,1183067,9429036657223,11 Jan 2002,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1183067,1183067,,"6 Warangi Street, New Plymouth
, New Zealand","6 Warangi Street, New Plymouth
, New Zealand"
116,,,,,,,,,,,2105503,,,
117,,,,,,,,,,,7873172,,,
118,,,,,,,,,,,114295,,,
119,7618337,9429047580824,24 Jul 2019,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7618337,7618337,,"49 Laly Haddon Place, Matakana, 0985
, New Zealand","49 Laly Haddon Place, Matakana, 0985
, New Zealand"
120,,,,,,,,,,,802027,,,
121,,,,,,,,,,,1958275,,,
122,,,,,,,,,,,1041988,,,
123,1564042,9429035143741,06 Oct 2004,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1564042,1564042,,"10 Frimley Street, Palmerston North
, New Zealand","10 Frimley Street, Palmerston North
, New Zealand"
124,,,,,,,,,,,7853817,,,
125,,,,,,,,,,,2080356,,,
126,,,,,,,,,,,980141,,,
127,71189,9429040639871,16 Aug 1966,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco71189,71189,,"112b Ireland Road, Panmure, Auckland
, New Zealand","112b Ireland Road, Panmure, Auckland
, New Zealand"
128,,,,,,,,,,,139650,,,
129,,,,,,,,,,,122282,,,
130,,,,,,,,,,,1961458,,,
131,1350758,9429035875628,15 Jul 2003,Removed,NZ Limited Company,Yes,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1350758,1350758,,"50 Queens Grove, Lower Hutt
, New Zealand","50 Queens Grove, Lower Hutt
, New Zealand"
132,,,,,,,,,,,106595,,,
133,930794,9429037737931,21 Oct 1998,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco930794,930794,,"C/- Official Assignee, Second Floor, A S B Building, 500 Victoria Street, Hamilton
, New Zealand","C/- Official Assignee, Second Floor, A S B Building, 500 Victoria Street, Hamilton
, New Zealand"
134,,,,,,,,,,,27634,,,
135,,,,,,,,,,,1588570,,,
136,,,,,,,,,,,141324,,,
137,1935595,9429033438603,09 May 2007,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1935595,1935595,,"107 Valley Rd, Mt Eden, Auckland
, New Zealand","107 Valley Rd, Mt Eden, Auckland
, New Zealand"
138,,,,,,,,,,,894947,,,
139,,,,,,,,,,,195323,,,
140,,,,,,,,,,,1461280,,,
141,1572255,9429035101116,02 Nov 2004,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1572255,1572255,,"154b Ti Rakau Drive, Pakuranga
, New Zealand","154b Ti Rakau Drive, Pakuranga
, New Zealand"
142,,,,,,,,,,,3721316,,,
143,,,,,,,,,,,1538518,,,
144,,,,,,,,,,,668168,,,
145,3260251,9429031228053,04 Feb 2011,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3260251,3260251,,"3/23b View Road, Glenfield, Auckland, 0622
, New Zealand","3/23b View Road, Glenfield, Auckland, 0622
, New Zealand"
146,,,,,,,,,,,3361710,,,
147,,,,,,,,,,,1213608,,,
148,,,,,,,,,,,329201,,,
149,6119117,9429043348039,29 Sep 2016,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6119117,6119117,,"67 Casuarina Road, Half Moon Bay, Auckland, 2012
, New Zealand","67 Casuarina Road, Half Moon Bay, Auckland, 2012
, New Zealand"
150,,,,,,,,,,,3700412,,,
151,,,,,,,,,,,141511,,,
152,,,,,,,,,,,6176787,,,
153,894579,9429037912338,18 Mar 1998,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco894579,894579,,"11 Glenroy St, Woolston, Christchurch
, New Zealand","11 Glenroy St, Woolston, Christchurch
, New Zealand"
154,,,,,,,,,,,8296582,,,
155,,,,,,,,,,,4833959,,,
156,687621,9429038446306,17 Jul 1995,Removed,NZ Limited Company,Yes,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco687621,687621,,"10 Hillcrest Road, Hillcrest, Hamilton, 3216
, New Zealand","10 Hillcrest Road, Hillcrest, Hamilton, 3216
, New Zealand"
157,,,,,,,,,,,5856,,,
158,,,,,,,,,,,246260,,,
159,,,,,,,,,,,6012867,,,
160,1716476,9429034469071,25 Oct 2005,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1716476,1716476,,"6493 South Road, Okato, Taranaki
, New Zealand","6493 South Road, Okato, Taranaki
, New Zealand"
161,,,,,,,,,,,161401,,,
162,,,,,,,,,,,3940718,,,
163,,,,,,,,,,,5701707,,,
164,8417601,9429050694266,08 Jul 2022,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8417601,8417601,,"13a White Road, Manurewa, Auckland, 2102
, New Zealand","13a White Road, Manurewa, Auckland, 2102
, New Zealand"
165,,,,,,,,,,,114854,,,
166,,,,,,,,,,,1572823,,,
167,,,,,,,,,,,668422,,,
168,395271,9429039445162,02 Aug 1988,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco395271,395271,,"Gilligan Sheppard, 4th Floor Smith & Caughey Bldg, 253 Queen St, Auckland
, New Zealand",
169,,,,,,,,,,,101459,,,
170,,,,,,,,,,,186066,,,
171,,,,,,,,,,,3737438,,,
172,1947626,9429033367163,01 Jun 2007,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1947626,1947626,,"C/-lowthers Ltd, Level 10, The Dorchester Building, 34 Shortland Street, Auckland
, New Zealand","C/-lowthers Ltd, Level 10, The Dorchester Building, 34 Shortland Street, Auckland
, New Zealand"
173,,,,,,,,,,,499338,,,
174,,,,,,,,,,,1486761,,,
175,,,,,,,,,,,186518,,,
176,1936295,9429033434230,30 Apr 2007,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1936295,1936295,,"141 Attwood Road, Paremoremo, North Shore, Auckland
, New Zealand","17 Bute Road, Browns Bay, North Shore, Auckland
, New Zealand"
177,,,,,,,,,,,93170,,,
178,,,,,,,,,,,1234272,,,
179,,,,,,,,,,,6075708,,,
180,1987042,9429033123882,19 Sep 2007,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1987042,1987042,,"23 Aviemore Drive, Highland Park, Auckland, 2010
, New Zealand","23 Aviemore Drive, Highland Park, Auckland, 2010
, New Zealand"
181,,,,,,,,,,,564446,,,
182,,,,,,,,,,,1575228,,,
183,,,,,,,,,,,117191,,,
184,1984518,9429033139906,13 Sep 2007,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1984518,1984518,,"9 Broadway, Papakura, Auckland
, New Zealand","9 Broadway, Papakura, Auckland
, New Zealand"
185,,,,,,,,,,,135166,,,
186,,,,,,,,,,,6180111,,,
187,,,,,,,,,,,2128672,,,
188,2131809,9429032744187,16 May 2008,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2131809,2131809,,"23 Aviemore Drive, Highland Park, Manukau 2143
, New Zealand","23 Aviemore Drive, Highland Park, Manukau 2143
, New Zealand"
189,,,,,,,,,,,1600620,,,
190,,,,,,,,,,,554262,,,
191,,,,,,,,,,,1976353,,,
192,54742,9429040708430,21 Dec 1956,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco54742,54742,,"22 Station Road, Otahuhu, Auckland
, New Zealand",
193,,,,,,,,,,,349668,,,
194,,,,,,,,,,,198205,,,
195,,,,,,,,,,,4521461,,,
196,557387,9429038949067,11 Dec 1992,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco557387,557387,,"68b North Avon Road, Christchurch
, New Zealand",
197,,,,,,,,,,,1359759,,,
198,,,,,,,,,,,87252,,,
199,,,,,,,,,,,2125349,,,
200,1185058,9429036645473,31 Jan 2002,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1185058,1185058,,"Level 1, South British Building, 326 Lambton Quay, Wellington
, New Zealand","Level 1, South British Building, 326 Lambton Quay, Wellington
, New Zealand"
201,,,,,,,,,,,282247,,,
202,,,,,,,,,,,72670,,,
203,,,,,,,,,,,1137341,,,
204,885897,9429037954390,21 Nov 1997,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco885897,885897,,"11 Tagalad Road, Mission Bay, Auckland
, New Zealand","11 Tagalad Road, Mission Bay, Auckland
, New Zealand"
205,,,,,,,,,,,1357781,,,
206,,,,,,,,,,,2480853,,,
207,,,,,,,,,,,534056,,,
208,1192554,9429036601899,26 Feb 2002,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1192554,1192554,,"182 Cameron Rd, Tauranga
, New Zealand","182 Cameron Rd, Tauranga
, New Zealand"
209,,,,,,,,,,,104587,,,
210,,,,,,,,,,,97746,,,
211,,,,,,,,,,,8073308,,,
212,8146950,9429048868648,14 Dec 2020,Removed,NZ Limited Company,No,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8146950,8146950,,"47 Hillside Road, Papatoetoe, Papatoetoe, Auckland, 2025
, New Zealand","47 Hillside Road, Papatoetoe, Papatoetoe, Auckland, 2025
, New Zealand"
213,,,,,,,,,,,2262247,,,
214,,,,,,,,,,,341021,,,
215,,,,,,,,,,,1855719,,,
216,4066078,9429030469549,20 Nov 2012,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4066078,4066078,,"381 Great South Road, Otahuhu, Auckland, 1062
, New Zealand","381 Great South Road, Otahuhu, Auckland, 1062
, New Zealand"
217,,,,,,,,,,,112674,,,
218,,,,,,,,,,,1562131,,,
219,,,,,,,,,,,89155,,,
220,1622724,9429034825488,11 Apr 2005,Removed,NZ Limited Company,No,,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1622724,1622724,,"598 Main Street, Palmerston North, Palmerston North, 4410
, New Zealand","598 Main Street, Palmerston North, Palmerston North, 4410
, New Zealand"
221,,,,,,,,,,,2012117,,,
222,,,,,,,,,,,82207,,,
223,,,,,,,,,,,875685,,,
224,1868315,9429033853239,22 Sep 2006,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1868315,1868315,,"31b Prospect Terrace, Milford, Auckland, 0620
, New Zealand","31b Prospect Terrace, Milford, Auckland
, New Zealand"
225,,,,,,,,,,,1910098,,,
226,,,,,,,,,,,36914,,,
227,,,,,,,,,,,1887716,,,
228,968307,9429037538415,23 Jul 1999,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco968307,968307,,"WHK, 44 York Place, Dunedin Central, Dunedin, 9016
, New Zealand","44 York Place, Dunedin Central, Dunedin, 9016
, New Zealand"
229,,,,,,,,,,,111234,,,
230,,,,,,,,,,,2095206,,,
231,,,,,,,,,,,495208,,,
232,947281,9429037654337,23 Feb 1999,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco947281,947281,,"50 A Arney Crescent, Remuera, Auckland
, New Zealand","50 A Arney Crescent, Remuera, Auckland
, New Zealand"
233,,,,,,,,,,,1278672,,,
234,,,,,,,,,,,2015505,,,
235,,,,,,,,,,,335667,,,
236,3523271,9429030973121,24 Aug 2011,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3523271,3523271,,"408a Townshend Street, Saint Leonards, Hastings, 4120
, New Zealand","408a Townshend Street, Saint Leonards, Hastings, 4120
, New Zealand"
237,,,,,,,,,,,3148026,,,
238,,,,,,,,,,,2269526,,,
239,,,,,,,,,,,1475547,,,
240,4532458,9429030151185,05 Jul 2013,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4532458,4532458,,"30 Singers Road, Korokoro, Lower Hutt, 5012
, New Zealand","30 Singers Road, Korokoro, Lower Hutt, 5012
, New Zealand"
241,,,,,,,,,,,978575,,,
242,,,,,,,,,,,4842,,,
243,,,,,,,,,,,87686,,,
244,200851,9429040019482,09 Jun 1982,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco200851,200851,,"59 Ranch Rd, Mt Maunganui
, New Zealand",
245,,,,,,,,,,,1268473,,,
246,,,,,,,,,,,1138560,,,
247,,,,,,,,,,,3155332,,,
248,5648068,9429041670538,25 Mar 2015,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5648068,5648068,,"Falakiko Funaki, 43 Kohekohe Street, New Lynn, Auckland, 0600
, New Zealand","Falakiko Funaki, 43 Kohekohe Street, New Lynn, Auckland, 0600
, New Zealand"
249,,,,,,,,,,,1012068,,,
250,,,,,,,,,,,2123818,,,
251,,,,,,,,,,,39764,,,
252,6303295,9429046172730,07 Jun 2017,Removed,NZ Limited Company,No,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6303295,6303295,,"23 Hume Road, Rd 2, Waihi, 3682
, New Zealand","23 Hume Road, Rd 2, Waihi, 3682
, New Zealand"
253,,,,,,,,,,,4883819,,,
254,,,,,,,,,,,8198710,,,
255,,,,,,,,,,,566136,,,
256,5746011,9429041848036,10 Jul 2015,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5746011,5746011,,"SHARLENE DARRAGH ACCOUNTANTS LIMITED, 86 Ninth Avenue, Tauranga, Tauranga, 3110
, New Zealand","SHARLENE DARRAGH ACCOUNTANTS LIMITED, 86 Ninth Avenue, Tauranga, Tauranga, 3110
, New Zealand"
257,,,,,,,,,,,1258425,,,
258,,,,,,,,,,,836480,,,
259,,,,,,,,,,,1078545,,,
260,,,,,,,,,,,63234,,,
261,7621336,9429047583801,26 Jul 2019,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7621336,7621336,,"309b Larmer Road, Kaitaia, 0481
, New Zealand","309b Larmer Road, Kaitaia, 0481
, New Zealand"
262,,,,,,,,,,,845908,,,
263,,,,,,,,,,,1680073,,,
264,,,,,,,,,,,1931377,,,
265,2399854,9429031673686,24 Mar 2010,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2399854,2399854,,"24 St Edmund Crescent, Tawa, Wellington, 5028
, New Zealand","24 St Edmund Crescent, Tawa, Wellington, 5028
, New Zealand"
266,,,,,,,,,,,2226256,,,
267,,,,,,,,,,,175056,,,
268,,,,,,,,,,,200507,,,
269,2235176,9429032283716,28 Apr 2009,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2235176,2235176,,"51 Hawkins Street,, Meadowbank, Auckland, Nz
, New Zealand","51 Hawkins Street,, Meadowbank, Auckland, Nz
, New Zealand"
270,,,,,,,,,,,933986,,,
271,,,,,,,,,,,19996,,,
272,,,,,,,,,,,4659319,,,
273,3562371,9429030938243,23 Sep 2011,Removed,NZ Limited Company,Yes,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3562371,3562371,,"20 Kiteone Road, Rd 4, Parua Bay, 0174
, New Zealand","20 Kiteone Road, Rd 4, Parua Bay, 0174
, New Zealand"
274,,,,,,,,,,,8159270,,,
275,,,,,,,,,,,197014,,,
276,,,,,,,,,,,944109,,,
277,1148757,9429036845446,06 Jul 2001,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1148757,1148757,,"J B Lloyd Chartered Accountants Ltd, 7 Totara Street, Mount Maunganui
, New Zealand","J B Lloyd Chartered Accountants Ltd, 7 Totara Street, Mount Maunganui
, New Zealand"
278,,,,,,,,,,,376062,,,
279,,,,,,,,,,,6855613,,,
280,,,,,,,,,,,119291,,,
281,,,,,,,,,,,3198932,,,
282,167414,9429040192604,11 Apr 1963,Removed,NZ Limited Company,No,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco167414,167414,,"Edens Road, Hope, Nelson
, New Zealand","Edens Road, Hope, Nelson
, New Zealand"
283,,,,,,,,,,,895975,,,
284,,,,,,,,,,,8250169,,,
285,,,,,,,,,,,86611,,,
286,1977970,9429033178110,27 Aug 2007,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1977970,1977970,,"1/22 Harris Road, East Tamaki, Auckland
, New Zealand","1/22 Harris Road, East Tamaki, Auckland
, New Zealand"
287,,,,,,,,,,,896255,,,
288,,,,,,,,,,,1170276,,,
289,,,,,,,,,,,925204,,,
290,188666,9429040109893,19 Jun 1967,Removed,NZ Limited Company,Yes,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco188666,188666,,"Kpmg, Level 10, Kpmg Centre, 85 Alexandra Street, Hamilton, 3204
, New Zealand","Kpmg, Level 10, Kpmg Centre, 85 Alexandra Street, Hamilton, 3204
, New Zealand"
291,,,,,,,,,,,599627,,,
292,,,,,,,,,,,2112331,,,
293,,,,,,,,,,,6736794,,,
294,,,,,,,,,,,90169,,,
295,1146441,9429036858606,03 Jul 2001,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1146441,1146441,,"2696 Waihope Valley Road, R D 6, Blenheim
, New Zealand","2696 Waihope Valley Road, R D 6, Blenheim
, New Zealand"
296,,,,,,,,,,,659525,,,
297,,,,,,,,,,,6083,,,
298,,,,,,,,,,,1454514,,,
299,27709,9429040855585,21 May 1973,Removed,NZ Limited Company,No,,Not specified,,httpsapp.companiesoffice.govt.nzco27709,27709,,"Co Messrs Barr Burgess & Stewart, Chartered Accountants, National Bank, Bldg P O Box 243, Featherston St Welling
, New Zealand",
300,,,,,,,,,,,1232015,,,
301,,,,,,,,,,,49600,,,
302,,,,,,,,,,,272594,,,
303,1524426,9429035337294,15 Jun 2004,Removed,NZ Limited Company,Yes,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1524426,1524426,,"11 Hollows Crescent, Takaro, Palmerston North, 4412
, New Zealand","11 Hollows Crescent, Takaro, Palmerston North, 4412
, New Zealand"
304,,,,,,,,,,,1537599,,,
305,,,,,,,,,,,179963,,,
306,,,,,,,,,,,1988591,,,
307,,,,,,,,,,,2149498,,,
308,1002843,9429037430108,06 Dec 1999,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1002843,1002843,,"7 Seddon Street, Levin
, New Zealand","7 Seddon Street, Levin
, New Zealand"
309,,,,,,,,,,,1150209,,,
310,,,,,,,,,,,938089,,,
311,,,,,,,,,,,3359,,,
312,,,,,,,,,,,1575285,,,
313,855759,9429038093180,09 May 1997,Removed,NZ Limited Company,Yes,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco855759,855759,,"51 High Street, Bulls, 4818
, New Zealand","51 High Street, Bulls, 4818
, New Zealand"
314,,,,,,,,,,,925277,,,
315,,,,,,,,,,,7321016,,,
316,,,,,,,,,,,25414,,,
317,1864895,9429033874722,13 Sep 2006,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1864895,1864895,,"Level 2 204 Quay Street, Auckland
, New Zealand","Level 2 204 Quay Street, Auckland
, New Zealand"
318,,,,,,,,,,,1904946,,,
319,,,,,,,,,,,687109,,,
320,,,,,,,,,,,2150934,,,
321,,,,,,,,,,,365258,,,
322,1728964,9429034428092,22 Nov 2005,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1728964,1728964,,"233 Cambridge Terrace, Christchurch
, New Zealand","233 Cambridge Terrace, Christchurch
, New Zealand"
323,,,,,,,,,,,11083,,,
324,,,,,,,,,,,133199,,,
325,,,,,,,,,,,1479600,,,
326,1702366,9429034516669,26 Sep 2005,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1702366,1702366,,"C/-candy Gillespie Limited, 20 Arawa Street, Matamata
, New Zealand","C/-candy Gillespie Limited, 20 Arawa Street, Matamata
, New Zealand"
327,,,,,,,,,,,1859802,,,
328,,,,,,,,,,,1271427,,,
329,,,,,,,,,,,432309,,,
330,,,,,,,,,,,86833,,,
331,2179451,9429032529845,08 Oct 2008,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2179451,2179451,,"58 Doyly Drive, Stanmore Bay, Whangaparaoa, Rodney
, New Zealand","58 Doyly Drive, Stanmore Bay, Whangaparaoa, Rodney
, New Zealand"
332,,,,,,,,,,,2387371,,,
333,,,,,,,,,,,3829317,,,
334,,,,,,,,,,,99959,,,
335,,,,,,,,,,,1239047,,,
336,7117714,9429047122185,19 Nov 2018,Removed,NZ Limited Company,No,,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco7117714,7117714,,"HOLLAND BECKETT, 525 Cameron Road, Tauranga, Tauranga, 3110
, New Zealand","HOLLAND BECKETT, 525 Cameron Road, Tauranga, Tauranga, 3110
, New Zealand"
337,,,,,,,,,,,807036,,,
338,1879819,9429033784960,27 Oct 2006,Removed,NZ Limited Company,Yes,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1879819,1879819,,"E Tax Accounting, 62 Waikite Road, Tauranga
, New Zealand","E Tax Accounting, 62 Waikite Road, Tauranga
, New Zealand"
339,,,,,,,,,,,611578,,,
340,,,,,,,,,,,839392,,,
341,,,,,,,,,,,513425,,,
342,921295,9429037783181,17 Aug 1998,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco921295,921295,,"147a Spinella Drive, Glenfield, Auckland
, New Zealand","147a Spinella Drive, Glenfield, Auckland
, New Zealand"
343,,,,,,,,,,,839425,,,
344,,,,,,,,,,,1875524,,,
345,,,,,,,,,,,135371,,,
346,,,,,,,,,,,1479399,,,
347,1141506,9429036883745,31 May 2001,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1141506,1141506,,"34 Lyndhurst Street, Christchurch
, New Zealand","34 Lyndhurst Street, Christchurch
, New Zealand"
348,,,,,,,,,,,1586345,,,
349,,,,,,,,,,,8183586,,,
350,,,,,,,,,,,2109748,,,
351,,,,,,,,,,,7180373,,,
352,1698012,9429034530528,30 Sep 2005,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1698012,1698012,,"21 Gainsborough Grove, Belmont, Lower Hutt
, New Zealand","21 Gainsborough Grove, Belmont, Lower Hutt
, New Zealand"
353,,,,,,,,,,,6279130,,,
354,,,,,,,,,,,1954859,,,
355,,,,,,,,,,,115426,,,
356,,,,,,,,,,,87158,,,
357,1129251,9429036946990,02 Apr 2001,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1129251,1129251,,"4011 Great North Road, Kelston, Auckland
, New Zealand","4011 Great North Road, Kelston, Auckland
, New Zealand"
358,,,,,,,,,,,1872565,,,
359,,,,,,,,,,,8927708,,,
360,,,,,,,,,,,1208449,,,
361,,,,,,,,,,,1714930,,,
362,1270203,9429036162130,27 Jan 2003,Removed,NZ Limited Company,Yes,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1270203,1270203,,"1/27 Vine Street, St Marys Bay, Auckland
, New Zealand","1/27 Vine Street, St Marys Bay, Auckland
, New Zealand"
363,,,,,,,,,,,1954247,,,
364,,,,,,,,,,,1924767,,,
365,,,,,,,,,,,2104607,,,
366,,,,,,,,,,,927400,,,
367,1057194,9429037169930,18 Aug 2000,Removed,NZ Limited Company,Yes,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1057194,1057194,,"360 Cobham Drive, Hamilton
, New Zealand","360 Cobham Drive, Hamilton
, New Zealand"
368,,,,,,,,,,,1523380,,,
369,,,,,,,,,,,1526021,,,
370,,,,,,,,,,,868388,,,
371,,,,,,,,,,,1347465,,,
372,1919269,9429033542577,21 Mar 2007,Removed,NZ Limited Company,No,,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1919269,1919269,,"JW Smeaton Limited, 6th Floor Consultancy House, 7 Bond Street, Dunedin, 9054
, New Zealand","66 Waterfront Road, Rd 4, Kaitaia, 0484
, New Zealand"
373,,,,,,,,,,,1556795,,,
374,,,,,,,,,,,209734,,,
375,,,,,,,,,,,1019504,,,
376,,,,,,,,,,,1573608,,,
377,6390152,9429046298461,07 Sep 2017,Removed,NZ Limited Company,No,March,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6390152,6390152,,"PROPERTY TAX RETURNS, 41 High Street, Auckland Central, Auckland, 1010
, New Zealand","PROPERTY TAX RETURNS, 41 High Street, Auckland Central, Auckland, 1010
, New Zealand"
378,,,,,,,,,,,591736,,,
379,,,,,,,,,,,7805678,,,
380,,,,,,,,,,,1962853,,,
381,,,,,,,,,,,7779417,,,
382,5277921,9429041266632,05 Jun 2014,Removed,NZ Limited Company,No,,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5277921,5277921,,"C/O JOHN PACKHAM CHARTERED ACCOUNTANTS LIMITED, Suite 3, 739 Chapel Road, Dannemora, 2016
, New Zealand","C/O JOHN PACKHAM CHARTERED ACCOUNTANTS LIMITED, Suite 3, 739 Chapel Road, Dannemora, 2016
, New Zealand"
383,,,,,,,,,,,7278816,,,
384,,,,,,,,,,,831040,,,
385,1425283,9429035711384,16 Oct 2003,Removed,NZ Limited Company,No,,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1425283,1425283,,"Attention: Ofisa Junior Tonu'u, 35 Vulcan Lane, Auckland City
, New Zealand","Attention: Ofisa Junior Tonu'u, 35 Vulcan Lane, Auckland City
, New Zealand"
386,,,,,,,,,,,628517,,,
387,,,,,,,,,,,1956708,,,
388,,,,,,,,,,,1004125,,,
389,,,,,,,,,,,638657,,,
390,2377428,9429031727914,11 Dec 2009,Removed,NZ Limited Company,No,,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2377428,2377428,,"47 High Road, Glenfield, Auckland
, New Zealand","47 High Road, Glenfield, Auckland
, New Zealand"
391,,,,,,,,,,,1202351,,,
392,,,,,,,,,,,1620176,,,
393,,,,,,,,,,,7890377,,,
394,,,,,,,,,,,1143601,,,
