,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,address.Type of entity,Status:,Reports:,ACN Number:
282,1111485,9429037032104,26 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1111485,1111485,,"C/-darren Knight & Associates Ltd, 17 Neville Street, Warkworth
, New Zealand","C/-darren Knight & Associates Ltd, 17 Neville Street, Warkworth
, New Zealand",,,,,,,,,,,,,,,
283,1159379,9429036786459,31 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1159379,1159379,,"C/o 5 Edmonton Rd, Chch
, New Zealand","C/o 5 Edmonton Rd, Chch
, New Zealand",,,,,,,,,,,,,,,
284,5664147,9429041689370,02 Apr 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5664147,5664147,,"72 Clover Drive, Henderson, Auckland, 0610
, New Zealand","72 Clover Drive, Henderson, Auckland, 0610
, New Zealand",,,,,,,,,,,,,,,
285,2516749,9429031493925,15 Jun 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2516749,2516749,,"Unit 6, 167 Whitney St, Blockhouse Bay, Auckland
, New Zealand","Unit 6, 167 Whitney St, Blockhouse Bay, Auckland
, New Zealand",,,,,,,,,,,,,,,
286,1250161,9429036269518,07 Nov 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1250161,1250161,,"Unit 26, Phoenix Apartments, 135 Grafton Road, Grafton, Auckland
, New Zealand","Unit 26, Phoenix Apartments, 135 Grafton Road, Grafton, Auckland
, New Zealand",,,,,,,,,,,,,,,
287,70843,9429040640747,28 Jun 1966,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco70843,70843,,"C/-mccallum Petterson Limited, Level 11, Forsyth Barr Tower, 55-65 Shortland Street, Auckland
, New Zealand","C/-mccallum Petterson Limited, Level 11, Forsyth Barr Tower, 55-65 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,,,,
288,1599708,9429034957769,08 Feb 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1599708,1599708,,"11 Parry Street, Sandringham, Auckland
, New Zealand","5 Rata Street, New Lynn, Auckland
, New Zealand",,,,,,,,,,,,,,,
289,5509525,9429041514276,26 Nov 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5509525,5509525,,"5 Wood Street, Tapanui, Tapanui, 9522
, New Zealand","5 Wood Street, Tapanui, Tapanui, 9522
, New Zealand",,,,,,,,,,,,,,,
290,1108767,9429037043476,18 Dec 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1108767,1108767,,"Cronin Cullen Egan, 97 Edgecumbe Road, Tauranga
, New Zealand","97 Edgecumbe Road, Tauranga
, New Zealand",,,,,,,,,,,,,,,
291,125997,9429031958677,14 Dec 1959,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco125997,125997,,"C/o Horrocks Mcnab & Co, 291 Madras Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,,
292,1953350,9429033328263,15 Jun 2007,Removed,NZ Limited Company,No,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1953350,1953350,,"611 Paekakariki Hill Road, Rd 1, Porirua, 5381
, New Zealand","611 Paekakariki Hill Road, Rd 1, Porirua, 5381
, New Zealand",,,,,,,,,,,,,,,
293,1847400,9429033963709,16 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1847400,1847400,,"679a Remuera Road, Remuera, Auckland, 1050
, New Zealand","679a Remuera Road, Remuera, Auckland, 1050
, New Zealand",,,,,,,,,,,,,,,
294,8292641,9429050245970,04 Feb 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8292641,8292641,,"Hudson volykhine, Flat 3, 36 Sonia Avenue, Remuera, Auckland, 1050
, New Zealand","Hudson volykhine, Flat 3, 36 Sonia Avenue, Remuera, Auckland, 1050
, New Zealand",,,,,,,,,,,,,,,
295,1894995,9429033695105,14 Dec 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1894995,1894995,,"816 North Road, Clevedon, 2582, Auckland
, New Zealand","816 North Road, Clevedon, 2582, Auckland
, New Zealand",,,,,,,,,,,,,,,
296,1034208,9429037266011,10 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1034208,1034208,,"Level 1, 103 Carlton Gore Road, Newmarket, Auckland
, New Zealand","Level 1, 103 Carlton Gore Road, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,,,,
297,160942,9429040236834,31 Oct 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco160942,160942,,"Heron Readman Mayo & Co, Chartered Accountants, Marine Parade, Wairoa
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,
298,56327,9429040702223,23 Dec 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco56327,56327,,"4th Floor, National Mutual Building, Rathbone St, Whangarei
, New Zealand",,,,,,,,,,,,,,,,
299,5241221,9429041247204,26 May 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5241221,5241221,,"70 West End, Kaikoura, Kaikoura, 7300
, New Zealand","70 West End, Kaikoura, Kaikoura, 7300
, New Zealand",,,,,,,,,,,,,,,
300,5862502,9429042105619,08 Dec 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5862502,5862502,,"3 Oakhurst Avenue, Flat Bush, Auckland, 2019
, New Zealand","3 Oakhurst Avenue, Flat Bush, Auckland, 2019
, New Zealand",,,,,,,,,,,,,,,
301,4600622,9429030095533,16 Aug 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4600622,4600622,,"78 Rea Road, Rd 2, Katikati, 3178
, New Zealand","78 Rea Road, Rd 2, Katikati, 3178
, New Zealand",,,,,,,,,,,,,,,
302,1003119,9429037425654,19 Nov 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1003119,1003119,,"204a Bucklands Beach Rd, Bucklands Beach, Auckland
, New Zealand","204a Bucklands Beach Rd, Bucklands Beach, Auckland
, New Zealand",,,,,,,,,,,,,,,
303,813983,9429038296437,18 Jun 1996,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco813983,813983,,"21 Makepiece Place, Chatswood, Auckland, 0626
, New Zealand","21 Makepiece Place, Chatswood, Auckland, 0626
, New Zealand",,,,,,,,,,,,,,,
304,2026754,9429033067483,26 Oct 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2026754,2026754,,"5 Charles Prevost Drive, Manurewa, Auckland
, New Zealand","5 Charles Prevost Drive, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,,,
305,5479941,9429041441916,09 Oct 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5479941,5479941,,"11-13 Station Road, Otahuhu, Auckland, 1062
, New Zealand","11-13 Station Road, Otahuhu, Auckland, 1062
, New Zealand",,,,,,,,,,,,,,,
306,2378031,9429031725729,15 Dec 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2378031,2378031,,"Level 5, 79 Cashel Street, Christchurch Central, 8011
, New Zealand","Level 5, 79 Cashel Street, Christchurch Central, 8011
, New Zealand",,,,,,,,,,,,,,,
307,2358084,9429031779296,02 Dec 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2358084,2358084,,"53 Patterson Terrace, Halswell, Christchurch
, New Zealand","53 Patterson Terrace, Halswell, Christchurch
, New Zealand",,,,,,,,,,,,,,,
308,19153,9429040901091,13 Sep 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco19153,19153,,"41 Perry St, Masterton
, New Zealand",,,,,,,,,,,,,,,,
309,1396780,9429035771746,22 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1396780,1396780,,"97 Youngs Access, R D 2, Silverside, Auckland
, New Zealand","97 Youngs Access, R D 2, Silverside, Auckland
, New Zealand",,,,,,,,,,,,,,,
310,2454116,9429031580090,19 Apr 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2454116,2454116,,"14a Gerald Connolly Place, Hornby, Christchurch, 8042
, New Zealand","14a Gerald Connolly Place, Hornby, Christchurch, 8042
, New Zealand",,,,,,,,,,,,,,,
311,504951,9429039114013,17 May 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco504951,504951,,"Fitzherbert Rowe, Levels 5,6 & 7, Farmers Mutual House 68 The Sq, Palmerston North
, New Zealand","Fitzherbert Rowe, Levels 5,6 & 7, Farmers Mutual House 68 The Sq, Palmerston North
, New Zealand",,,,,,,,,,,,,,,
312,6108308,9429043357260,12 Oct 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6108308,6108308,,"Janet Soloman, 14 Te Arahori Street, Turangi, Turangi, 3334
, New Zealand","Janet Soloman, 14 Te Arahori Street, Turangi, Turangi, 3334
, New Zealand",,,,,,,,,,,,,,,
313,496305,9429039143006,14 Dec 1990,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco496305,496305,,"C/- Coopers & Lybrand, Chartered Accountants, Cnr Raffles & Bower Streets, Napier
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,
314,3670411,9429030870420,28 Nov 2011,Removed,NZ Limited Company,No,Not specified,Showing 2 of 6 directors,httpsapp.companiesoffice.govt.nzco3670411,3670411,,"56 Fortescue Street, Rd 8, Nuhaka, 4198
, New Zealand","56 Fortescue Street, Rd 8, Nuhaka, 4198
, New Zealand",,,,,,,,,,,,,,,
315,8499647,9429050914128,20 Oct 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8499647,8499647,,"11 Combes Road, Remuera, Auckland, 1050
, New Zealand","11 Combes Road, Remuera, Auckland, 1050
, New Zealand",,,,,,,,,,,,,,,
316,3736102,9429030773745,29 Feb 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3736102,3736102,,"115 Tapu Road, Huapai, Kumeu, 0810
, New Zealand","115 Tapu Road, Huapai, Kumeu, 0810
, New Zealand",,,,,,,,,,,,,,,
317,89235,9429040527062,31 Oct 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco89235,89235,,"2nd Floor, Grand Building, Princes St, Auckland
, New Zealand",,,,,,,,,,,,,,,,
318,15854,9429040916767,16 Dec 1963,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco15854,15854,,"Te Waerenga Road, Kaharoa
, New Zealand",,,,,,,,,,,,,,,,
319,51192,9429040722191,07 Apr 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco51192,51192,,"4 Bradford St, Parnell
, New Zealand",,,,,,,,,,,,,,,,
320,2394670,9429031686532,22 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2394670,2394670,,"Unit205, No149 Nelson Street, Cbd, Auckland
, New Zealand","101/11union Street, Cbd, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
321,2195151,9429032456455,15 Jan 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2195151,2195151,,"133 New Brighton Mall, Christchurch
, New Zealand","133 New Brighton Mall, Christchurch
, New Zealand",,,,,,,,,,,,,,,
322,1613630,9429034873748,23 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1613630,1613630,,"128 Main Road South, Paraparaumu
, New Zealand","128 Main Road South, Paraparaumu
, New Zealand",,,,,,,,,,,,,,,
323,1495101,9429035468479,02 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1495101,1495101,,"32 Wycliffe St, Napier, Nz
, New Zealand","32 Wycliffe St, Napier, Nz
, New Zealand",,,,,,,,,,,,,,,
324,1918010,9429033549767,12 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1918010,1918010,,"43a Dryden Street, Grey Lynn
, New Zealand","43a Dryden Street, Grey Lynn, Auckland 1021
, New Zealand",,,,,,,,,,,,,,,
325,5852109,9429042079767,20 Nov 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5852109,5852109,,"Accounted4 Ltd, Chartered Accountants, 30 Duke Street, Cambridge, 3434
, New Zealand","Accounted4 Ltd, Chartered Accountants, 30 Duke Street, Cambridge, 3434
, New Zealand",,,,,,,,,,,,,,,
326,2378146,9429031726450,15 Dec 2009,Removed,NZ Limited Company,No,V D V VENTURES LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2378146,2378146,,"19 Customhouse Street, Gisborne, 4010
, New Zealand","19 Customhouse Street, Gisborne, 4010
, New Zealand",,,,,,,,,,,,,,,
327,2171265,9429032568271,15 Sep 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2171265,2171265,,"Knobloch & Associates Ltd, 34 Cavendish Drive, Manukau, Auckland, 2104
, New Zealand","Knobloch & Associates Ltd, 34 Cavendish Drive, Manukau, Auckland, 2104
, New Zealand",,,,,,,,,,,,,,,
328,1186294,9429036639113,01 Feb 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1186294,1186294,,"Gilbert & Associates Ltd, 14 Gerald Street, Lincoln
, New Zealand","Gilbert & Associates Limited, 14 Gerald Street, Lincoln
, New Zealand",,,,,,,,,,,,,,,
329,3946958,9429030558908,09 Aug 2012,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3946958,3946958,,"9 Hulme Way, Raumati Beach, Paraparaumu, 5032
, New Zealand","9 Hulme Way, Raumati Beach, Paraparaumu, 5032
, New Zealand",,,,,,,,,,,,,,,
330,5940805,9429042273776,07 Apr 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5940805,5940805,,"Rachael Turnage, 3f/30 Randolph Street, Eden Terrace, Auckland, 1010
, New Zealand","Rachael Turnage, 3f/30 Randolph Street, Eden Terrace, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
331,425615,9429039350336,04 Apr 1989,Removed,NZ Limited Company,No,Not specified,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco425615,425615,,"C/o Mr L Grace, 556 Cameron Road, Tauranga
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,
332,1828607,9429034052174,17 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1828607,1828607,,"3a Sunningdale Lane,, Woodridge, Wellington
, New Zealand","3a Sunningdale Lane,, Woodridge, Wellington
, New Zealand",,,,,,,,,,,,,,,
333,1764218,9429034322178,10 Feb 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1764218,1764218,,"Terry J Carter & Associates Limited, 21 Garland Road, Greenlane, Auckland
, New Zealand","Terry J Carter & Associates Limited, 21 Garland Road, Greenlane, Auckland
, New Zealand",,,,,,,,,,,,,,,
334,1600013,9429034956342,08 Feb 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1600013,1600013,,"Whk South, 173 Spey Street, Invercargill, 9810
, New Zealand","Whk South, 173 Spey Street, Invercargill, 9810
, New Zealand",,,,,,,,,,,,,,,
335,2413648,9429031647397,24 Feb 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2413648,2413648,,"14 The Terrace, Timaru
, New Zealand","14 The Terrace, Timaru
, New Zealand",,,,,,,,,,,,,,,
336,1216183,9429036464203,04 Jun 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1216183,1216183,,"180 Queens Drive, Lyall Bay, Wellington
, New Zealand","180 Queens Drive, Lyall Bay, Wellington
, New Zealand",,,,,,,,,,,,,,,
337,2113605,9429032821826,31 Mar 2008,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2113605,2113605,,"Shed 19, Princes Wharf, 137 Quay Street, Auckland, 1010
, New Zealand","Shed 19, Princes Wharf, 137 Quay Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
338,22879,9429040883212,07 Nov 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco22879,22879,,"Woodcock & Gee, Chartered Accountants, Main St Box 40, Greytown
, New Zealand",,,,,,,,,,,,,,,,
339,1595312,9429034985052,24 Jan 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1595312,1595312,,"4th Floor, 315 Manchester Street, Christchurch
, New Zealand","4th Floor, 315 Manchester Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,
340,1470139,9429035611356,19 Dec 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1470139,1470139,,"1 Ross Place, Greenmeadows, Napier, 4112
, New Zealand","1 Ross Place, Greenmeadows, Napier, 4112
, New Zealand",,,,,,,,,,,,,,,
341,17343,9429040912363,09 Apr 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17343,17343,,"C/o Hutchinson Hull & Co, Challenge House, The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,,,,
342,1869787,9429033845432,19 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1869787,1869787,,"42 Gorrie Road, Whitemans Valley Uh, Wellington 5371
, New Zealand","42 Gorrie Road, Whitemans Valley Uh, Wellington 5371
, New Zealand",,,,,,,,,,,,,,,
343,1967298,9429033237206,13 Aug 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1967298,1967298,,"78 Coulter Road, Henderson, Auckland
, New Zealand","78 Coulter Road, Henderson, Auckland
, New Zealand",,,,,,,,,,,,,,,
344,1311503,9429035959144,27 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1311503,1311503,,"State Highway 1, Halletts Bay, Hatepe, Turangi
, New Zealand","State Highway 1, Halletts Bay, Hatepe, Turangi
, New Zealand",,,,,,,,,,,,,,,
345,1982827,9429033150130,11 Sep 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1982827,1982827,,"64 Salford Street, Newlands, Wellington
, New Zealand","64 Salford Street, Newlands, Wellington
, New Zealand",,,,,,,,,,,,,,,
346,1611364,9429034886823,14 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1611364,1611364,,"6 Carringbah Drive, Papatoetoe, Auckland
, New Zealand","6 Carringbah Drive, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,,,
347,3841017,9429030656963,21 May 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3841017,3841017,,"1409/76 Wakefield Street, Auckland Central, Auckland, 1010
, New Zealand","1409/76 Wakefield Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
348,1012056,9429037380717,31 Jan 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1012056,1012056,,"119 Dyers Pass Rd, Cashmere, Christchurch 8002
, New Zealand","119 Dyers Pass Rd, Cashmere, Christchurch 8002
, New Zealand",,,,,,,,,,,,,,,
349,284820,9429039803382,22 Oct 1985,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco284820,284820,,"T Hawke Investments Limited, 30a Buckley Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,,,,,
350,886640,9429037950873,11 Dec 1997,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco886640,886640,,"22b Vickery Street, Te Rapa, Hamilton, 3200
, New Zealand","22b Vickery Street, Te Rapa, Hamilton, 3200
, New Zealand",,,,,,,,,,,,,,,
351,7565516,9429047537781,03 Jul 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7565516,7565516,,"Maleeha Tahir, 87 Penney Avenue, Mount Roskill, Auckland, 1041
, New Zealand","Maleeha Tahir, 87 Penney Avenue, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,,,,
352,2363963,9429031760508,19 Nov 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2363963,2363963,,"4 Mariners View Road, Beach Haven, Auckland, 0626
, New Zealand","4 Mariners View Road, Beach Haven, Auckland, 0626
, New Zealand",,,,,,,,,,,,,,,
353,1629326,9429034790908,16 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1629326,1629326,,"29 Horoeka Street, Stokes Valley, Lower Hutt
, New Zealand","29 Horoeka Street, Stokes Valley, Lower Hutt
, New Zealand",,,,,,,,,,,,,,,
354,1178752,9429036679546,11 Dec 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1178752,1178752,,"30-50 Springs Road, East Tamaki, Auckland
, New Zealand","30-50 Springs Road, East Tamaki, Auckland
, New Zealand",,,,,,,,,,,,,,,
355,1591034,9429035011330,17 Jan 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1591034,1591034,,"Chapmans Chartered Accountants Limited, Level 1, Westgate Chambers, Main Street, Westgate Centre, Waitakere City, 0614
, New Zealand","Chapmans Chartered Accountants Limited, Level 1, Westgate Chambers, Main Street, Westgate Centre, Waitakere City, 0614
, New Zealand",,,,,,,,,,,,,,,
356,2131003,9429032748321,21 May 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2131003,2131003,,"237a Titirangi Road, Titirangi, Waitakere City
, New Zealand","237a Titirangi Road, Titirangi, Waitakere City
, New Zealand",,,,,,,,,,,,,,,
357,1937249,9429033428413,24 May 2007,Removed,Overseas NonASIC Company,No,,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1937249,1937249,,,,March,Cayman Islands the,"Rapid 164, Mcdonnell Road, Arrowtown, Central Otago 9351
, New Zealand","Care OF, Douglas Jacques, Mcintyre Hill, Lake Hayes Road, Arrowtown, Central Otago 9351, Nz
, New Zealand",,,,,,,,,,,
358,6334650,9429046235305,10 Jul 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6334650,6334650,,"13 Teatree Close, Huntington, Hamilton, 3210
, New Zealand","13 Teatree Close, Huntington, Hamilton, 3210
, New Zealand",,,,,,,,,,,,,,,
359,2387112,9429031702584,14 Jan 2010,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2387112,2387112,,"4 Carroll Street, Frasertown, Wairoa, 4193
, New Zealand","4 Carroll Street, Frasertown, Wairoa, 4193
, New Zealand",,,,,,,,,,,,,,,
360,1409059,9429035744993,26 Sep 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1409059,1409059,,"Kay Fisher, 5 Ryeland Avenue, Ilam, Christchurch, 8041
, New Zealand","42 Guthries Road, Belfast, Christchurch, 8051
, New Zealand",,,,,,,,,,,,,,,
361,2155599,9429032642162,24 Jul 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2155599,2155599,,"60 Penrose St, Lower Hutt
, New Zealand","60 Penrose St, Lower Hutt
, New Zealand",,,,,,,,,,,,,,,
362,1794281,9429034217344,04 Apr 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1794281,1794281,,"150 Kaikorai Valley Road, Dunedin
, New Zealand","150 Kaikorai Valley Road, Dunedin
, New Zealand",,,,,,,,,,,,,,,
363,6394372,9429046303332,24 Aug 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6394372,6394372,,"12 Dickson Road, Oneroa, Waiheke Island, 1081
, New Zealand","12 Dickson Road, Oneroa, Waiheke Island, 1081
, New Zealand",,,,,,,,,,,,,,,
364,1967135,9429033240893,16 Jul 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1967135,1967135,,"620 Ppamoa Beach Road, Papamoa
, New Zealand","620 Papamoa Beach Road, Papamoa
, New Zealand",,,,,,,,,,,,,,,
365,1399119,9429035763871,23 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1399119,1399119,,"Hubbard Churcher & Co, 39 George Street, Timaru 7910
, New Zealand","Hubbard Churcher & Co, 39 George Street, Timaru 7910
, New Zealand",,,,,,,,,,,,,,,
366,1488460,9429035508229,03 Mar 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1488460,1488460,,"16b Spears Place, Howick, Auckland
, New Zealand","16b Spears Place, Howick, Auckland
, New Zealand",,,,,,,,,,,,,,,
367,7447696,9429047436206,28 May 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7447696,7447696,,"Unit 1504, 75 Victoria Street West, Auckland Central, Auckland, 1010
, New Zealand","Unit 1504, 75 Victoria Street West, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
